Time elapsed (ms),Avg throughput (tokens/s),Running (reqs),Swapped (reqs),Pending (reqs),GPU KV cache usage (%),CPU KV cache usage (%)
0,0,0,0,0,0,0
602.0,13193.8,24,0,104,38.5,0.0
1070.9,17085.0,48,0,80,77.4,0.0
1324.9,16397.5,59,0,69,97.6,0.0
1350.1000000000001,2336.7,59,0,69,97.9,0.0
1375.2,2355.3,59,0,69,98.2,0.0
1400.3,2354.2,59,0,69,98.5,0.0
1425.3999999999999,2352.6,59,0,69,98.7,0.0
1450.4999999999998,2354.8,59,0,69,98.9,0.0
1475.5999999999997,2352.5,59,0,69,99.4,0.0
1500.6999999999996,2346.1,59,0,69,99.8,0.0
1525.6999999999996,2318.4,58,0,70,96.9,0.0
1550.6999999999996,2320.0,58,0,70,97.0,0.0
1575.6999999999996,2320.5,58,0,70,97.3,0.0
1600.6999999999996,2320.2,58,0,70,97.6,0.0
1625.6999999999996,2317.9,58,0,70,97.9,0.0
1650.6999999999996,2315.6,58,0,70,97.9,0.0
1675.7999999999995,2310.6,58,0,70,98.2,0.0
1700.8999999999994,2312.2,58,0,70,98.6,0.0
1725.9999999999993,2309.7,58,0,70,98.9,0.0
1751.1999999999994,2304.1,58,0,70,99.2,0.0
1776.3999999999994,2300.9,58,0,70,99.6,0.0
1801.5999999999995,2300.6,58,0,70,99.8,0.0
1826.5999999999995,2279.2,57,0,71,96.7,0.0
1851.4999999999995,2285.5,57,0,71,97.0,0.0
1876.3999999999996,2285.2,57,0,71,97.4,0.0
1901.3999999999996,2277.6,57,0,71,97.8,0.0
1926.3999999999996,2281.9,57,0,71,97.9,0.0
1951.3999999999996,2278.3,57,0,71,98.0,0.0
1976.4999999999995,2274.2,57,0,71,98.3,0.0
2001.5999999999995,2266.9,57,0,71,98.6,0.0
2026.6999999999994,2273.2,57,0,71,98.9,0.0
2051.7999999999993,2267.4,57,0,71,99.0,0.0
2076.999999999999,2265.3,57,0,71,99.2,0.0
2102.199999999999,2258.3,57,0,71,99.7,0.0
2127.599999999999,2246.5,57,0,71,99.9,0.0
2152.799999999999,2224.6,56,0,72,97.8,0.0
2177.8999999999987,2228.4,56,0,72,98.2,0.0
2202.9999999999986,2230.2,56,0,72,98.4,0.0
2228.0999999999985,2226.7,56,0,72,98.6,0.0
2253.1999999999985,2226.9,56,0,72,98.9,0.0
2278.3999999999983,2225.0,56,0,72,99.3,0.0
2303.599999999998,2221.3,56,0,72,99.7,0.0
2328.799999999998,2220.1,56,0,72,99.8,0.0
2353.9999999999977,2220.0,56,0,72,99.9,0.0
2378.799999999998,2219.8,55,0,73,97.3,0.0
2403.4999999999977,2227.5,55,0,73,97.5,0.0
2428.299999999998,2217.4,55,0,73,97.8,0.0
