step_id,dur(ms),running_reqs,resumed_reqs,raw_running
1,2575.4118,128,0,128
2,38.9910,128,0,128
3,34.0846,128,0,128
4,34.1287,128,0,128
5,34.1253,128,0,128
6,34.1184,128,0,128
7,34.0962,128,0,128
8,34.0257,128,0,128
9,34.1747,128,0,128
10,34.1890,128,0,128
11,34.1699,128,0,128
12,34.2250,128,0,128
13,34.2617,128,0,128
14,34.3263,128,0,128
15,34.3807,128,0,128
16,34.4326,128,0,128
17,34.4989,128,0,128
18,34.6394,128,0,128
19,34.5135,128,0,128
20,34.6150,128,0,128
21,34.6084,128,0,128
22,34.7593,128,0,128
23,34.5747,128,0,128
24,34.8046,128,0,128
25,34.7173,128,0,128
26,34.8103,128,0,128
27,34.6305,128,0,128
28,34.7290,128,0,128
29,34.6467,128,0,128
30,34.9102,128,0,128
31,34.7676,128,0,128
32,34.9102,128,0,128
33,34.7476,128,0,128
34,34.8594,128,0,128
35,34.7400,128,0,128
36,34.8151,128,0,128
37,34.7605,128,0,128
38,35.0099,128,0,128
39,34.8518,128,0,128
40,34.8675,128,0,128
41,34.9057,128,0,128
42,34.9579,128,0,128
43,34.9648,128,0,128
44,34.9491,128,0,128
45,35.0096,128,0,128
46,35.0590,128,0,128
47,35.1038,128,0,128
48,35.0022,128,0,128
49,35.1357,128,0,128
50,35.2125,128,0,128
51,35.1036,128,0,128
52,35.1739,128,0,128
53,35.2149,128,0,128
54,35.1720,128,0,128
55,35.2001,128,0,128
56,35.2964,128,0,128
57,35.2020,128,0,128
58,35.3506,128,0,128
59,35.2588,128,0,128
60,35.3684,128,0,128
61,35.2697,128,0,128
62,35.4972,128,0,128
63,35.2902,128,0,128
64,35.4066,128,0,128
65,35.3241,128,0,128
66,35.3446,128,0,128
67,35.3832,128,0,128
68,35.3770,128,0,128
69,35.3582,128,0,128
70,35.5170,128,0,128
71,35.3932,128,0,128
72,35.4850,128,0,128
73,35.5101,128,0,128
74,35.6662,128,0,128
75,35.5084,128,0,128
76,35.5194,128,0,128
77,35.5780,128,0,128
78,35.5625,128,0,128
79,35.6202,128,0,128
80,35.6560,128,0,128
81,35.7404,128,0,128
82,126.8048,128,0,128
83,36.1383,128,0,128
84,35.7995,128,0,128
85,35.7332,128,0,128
86,35.8479,128,0,128
87,36.0460,128,0,128
88,35.8572,128,0,128
89,35.9781,128,0,128
90,35.9337,128,0,128
91,36.0656,128,0,128
92,36.0222,128,0,128
93,35.9988,128,0,128
94,35.9602,128,0,128
95,36.0742,128,0,128
96,35.9993,128,0,128
97,36.0692,128,0,128
98,36.1087,128,0,128
99,35.9967,128,0,128
100,36.0622,128,0,128
101,36.0866,128,0,128
102,36.1524,128,0,128
103,36.1049,128,0,128
104,36.2499,128,0,128
105,36.1984,128,0,128
106,36.3162,128,0,128
107,36.2122,128,0,128
108,36.1793,128,0,128
109,36.2985,128,0,128
110,36.2539,128,0,128
111,36.2358,128,0,128
112,36.3491,128,0,128
113,36.3281,128,0,128
114,36.3331,128,0,128
115,36.3882,128,0,128
116,36.3703,128,0,128
117,36.4327,128,0,128
118,36.4451,128,0,128
119,36.4175,128,0,128
120,36.3326,128,0,128
121,36.5200,128,0,128
122,36.4950,128,0,128
123,36.5024,128,0,128
124,36.6237,128,0,128
125,36.4816,128,0,128
126,36.5083,128,0,128
127,36.5901,128,0,128
128,36.5126,128,0,128
129,36.6087,128,0,128
130,36.6969,128,0,128
131,36.6504,128,0,128
132,36.6259,128,0,128
133,36.6652,128,0,128
134,36.7727,128,0,128
135,36.6733,128,0,128
136,36.6306,128,0,128
137,36.8667,128,0,128
138,36.6755,128,0,128
139,36.7732,128,0,128
140,36.8752,128,0,128
141,36.8493,128,0,128
142,36.8822,128,0,128
143,36.7980,128,0,128
144,36.8886,128,0,128
145,36.9358,128,0,128
146,36.9985,128,0,128
147,37.0762,128,0,128
148,36.9902,128,0,128
149,37.1571,128,0,128
150,37.1187,128,0,128
151,37.1559,128,0,128
152,37.1258,128,0,128
153,37.1413,128,0,128
154,37.1706,128,0,128
155,37.1947,128,0,128
156,37.1857,128,0,128
157,37.2772,128,0,128
158,37.2384,128,0,128
