step_id,dur(ms),running_reqs,resumed_reqs,raw_running
1,1217.4208,2,0,2
2,35.1803,2,0,2
3,34.9979,2,0,2
4,34.9176,2,0,2
5,34.7924,2,0,2
6,34.8167,2,0,2
7,34.7743,2,0,2
8,34.7810,2,0,2
9,34.7681,2,0,2
10,34.7943,2,0,2
11,34.7893,2,0,2
12,34.8251,2,0,2
13,34.8177,2,0,2
14,34.8377,2,0,2
15,34.7683,2,0,2
16,34.7774,2,0,2
17,34.8213,2,0,2
18,34.6723,2,0,2
19,34.6613,2,0,2
20,34.6568,2,0,2
21,34.7016,2,0,2
22,34.6930,2,0,2
23,34.6863,2,0,2
24,34.6806,2,0,2
25,34.6720,2,0,2
26,34.6746,2,0,2
27,34.6994,2,0,2
28,34.7133,2,0,2
29,34.6653,2,0,2
30,34.7028,2,0,2
31,34.6918,2,0,2
32,34.6782,2,0,2
33,34.6844,2,0,2
34,34.7207,2,0,2
35,34.7552,2,0,2
36,34.7412,2,0,2
37,34.7521,2,0,2
38,34.7443,2,0,2
39,34.7524,2,0,2
40,34.7397,2,0,2
41,34.7421,2,0,2
42,34.7450,2,0,2
43,34.7683,2,0,2
44,34.7285,2,0,2
45,34.7834,2,0,2
46,34.7667,2,0,2
47,34.7173,2,0,2
48,34.7345,2,0,2
49,34.7748,2,0,2
50,34.8618,2,0,2
51,34.8330,2,0,2
52,34.8396,2,0,2
53,34.8151,2,0,2
54,34.8418,2,0,2
55,34.8465,2,0,2
56,34.8482,2,0,2
57,34.8494,2,0,2
58,34.8423,2,0,2
59,34.8742,2,0,2
60,34.8620,2,0,2
61,34.8616,2,0,2
62,34.8382,2,0,2
63,34.8608,2,0,2
64,34.8365,2,0,2
65,34.8499,2,0,2
66,34.8759,2,0,2
67,34.8878,2,0,2
68,34.8558,2,0,2
69,34.8816,2,0,2
70,34.8768,2,0,2
71,34.8687,2,0,2
72,34.8792,2,0,2
73,34.8582,2,0,2
74,34.8728,2,0,2
75,34.8668,2,0,2
76,34.8740,2,0,2
77,34.8928,2,0,2
78,34.9071,2,0,2
79,34.8730,2,0,2
80,34.8563,2,0,2
81,34.8790,2,0,2
82,34.8454,2,0,2
83,34.7924,2,0,2
84,34.7919,2,0,2
85,34.7588,2,0,2
86,34.7617,2,0,2
87,34.7698,2,0,2
88,34.7729,2,0,2
89,34.7631,2,0,2
90,34.7517,2,0,2
91,34.7686,2,0,2
92,34.7733,2,0,2
93,34.7922,2,0,2
94,34.7574,2,0,2
95,34.7815,2,0,2
96,34.7791,2,0,2
97,34.8668,2,0,2
98,34.8938,2,0,2
99,34.8680,2,0,2
100,34.8151,2,0,2
101,34.8327,2,0,2
102,34.8656,2,0,2
103,34.8625,2,0,2
104,34.8346,2,0,2
105,34.8580,2,0,2
106,34.8365,2,0,2
107,34.8365,2,0,2
108,34.8356,2,0,2
109,34.9936,2,0,2
110,34.9205,2,0,2
111,34.9071,2,0,2
112,34.9040,2,0,2
113,34.8489,2,0,2
114,34.9364,2,0,2
115,34.9870,2,0,2
116,34.9529,2,0,2
117,34.9486,2,0,2
118,34.9450,2,0,2
119,34.9603,2,0,2
120,34.9853,2,0,2
121,35.0425,2,0,2
122,35.0518,2,0,2
123,34.9746,2,0,2
124,34.9712,2,0,2
125,34.9662,2,0,2
