Time elapsed (s),Avg prompt throughput (tokens/s),Avg generation throughput (tokens/s),Running (reqs),Swapped (reqs),Pending (reqs),GPU KV cache usage (%),CPU KV cache usage (%)
44,0.0,192.4,6,1,9,98.2,5.0
45,0.0,191.6,6,1,9,98.6,5.0
46,0.0,191.3,6,1,9,99.0,5.0
47,0.0,190.2,6,1,9,99.4,5.0
48,0.0,190.4,6,1,9,99.9,5.0
49,0.0,140.1,5,2,9,83.4,10.9
50,0.0,170.6,5,2,9,83.9,10.9
51,0.0,170.0,5,2,9,84.3,10.9
52,0.0,169.9,5,2,9,84.6,10.9
53,0.0,169.4,5,2,9,85.0,10.9
54,0.0,169.0,5,2,9,85.3,10.9
55,0.0,168.5,5,2,9,85.6,10.9
56,0.0,168.2,5,2,9,86.0,10.9
57,0.0,167.7,5,2,9,86.5,10.9
58,0.0,167.4,5,2,9,86.9,10.9
59,0.0,166.9,5,2,9,87.2,10.9
60,0.0,166.6,5,2,9,87.6,10.9
61,0.0,166.1,5,2,9,87.9,10.9
62,0.0,162.4,5,2,9,88.3,10.9
63,0.0,154.8,5,2,9,88.6,10.9
64,0.0,154.6,5,2,9,89.0,10.9
65,8206.8,26.0,4,0,7,57.7,0.0
66,15312.7,2.5,7,0,4,97.7,0.0
67,0.0,215.3,7,0,4,98.1,0.0
68,0.0,214.4,7,0,4,98.6,0.0
69,0.0,214.2,7,0,4,99.1,0.0
70,0.0,213.4,7,0,4,99.6,0.0
71,0.0,172.3,6,1,4,86.4,4.8
72,0.0,196.7,6,1,4,86.8,4.8
73,0.0,196.3,6,1,4,87.2,4.8
74,0.0,195.7,6,1,4,87.6,4.8
75,0.0,195.2,6,1,4,88.0,4.8
76,0.0,194.7,6,1,4,88.5,4.8
77,0.0,194.2,6,1,4,88.9,4.8
78,0.0,193.8,6,1,4,89.3,4.8
79,0.0,193.2,6,1,4,89.7,4.8
80,0.0,192.7,6,1,4,90.1,4.8
81,0.0,184.3,6,1,4,90.5,4.8
82,0.0,184.2,6,1,4,91.0,4.8
83,0.0,152.5,6,0,4,87.2,0.0
84,0.0,202.5,6,0,4,87.7,0.0
85,0.0,201.8,6,0,4,88.1,0.0
86,0.0,201.3,6,0,4,88.5,0.0
87,0.0,200.7,6,0,4,89.0,0.0
88,0.0,200.4,6,0,4,89.5,0.0
89,0.0,199.6,6,0,4,90.0,0.0
90,0.0,199.2,6,0,4,90.4,0.0
91,0.0,198.6,6,0,4,90.8,0.0
92,0.0,198.3,6,0,4,91.2,0.0
93,0.0,197.5,6,0,4,91.6,0.0
94,0.0,197.1,6,0,4,92.0,0.0
95,0.0,196.6,6,0,4,92.5,0.0
96,0.0,196.3,6,0,4,92.9,0.0
97,0.0,195.4,6,0,4,93.3,0.0
98,0.0,195.1,6,0,4,93.7,0.0
99,0.0,194.5,6,0,4,94.2,0.0
100,0.0,194.2,6,0,4,94.8,0.0
101,0.0,193.4,6,0,4,95.2,0.0
102,0.0,193.1,6,0,4,95.6,0.0
103,0.0,192.7,6,0,4,96.0,0.0
104,0.0,192.2,6,0,4,96.4,0.0
105,0.0,191.7,6,0,4,96.8,0.0
106,0.0,191.3,6,0,4,97.3,0.0
107,0.0,190.8,6,0,4,97.7,0.0
108,0.0,190.4,6,0,4,98.1,0.0
109,0.0,189.8,6,0,4,98.5,0.0
110,0.0,189.3,6,0,4,98.9,0.0
111,0.0,189.0,6,0,4,99.3,0.0
112,0.0,188.3,6,0,4,99.8,0.0
113,0.0,149.9,5,1,4,84.2,5.6
114,0.0,161.9,5,1,4,84.7,5.6
115,0.0,157.3,5,1,4,85.0,5.6
116,0.0,126.5,5,0,4,83.3,0.0
117,6128.2,114.7,6,0,3,97.0,0.0
118,0.0,191.2,6,0,3,97.4,0.0
119,0.0,190.8,6,0,3,97.8,0.0
120,0.0,190.1,6,0,3,98.2,0.0
121,0.0,190.0,6,0,3,98.6,0.0
122,0.0,189.4,6,0,3,99.1,0.0
123,0.0,189.0,6,0,3,99.5,0.0
124,0.0,188.4,6,0,3,99.9,0.0
125,0.0,145.4,5,1,3,86.2,4.9
126,0.0,166.1,5,1,3,86.6,4.9
127,0.0,165.7,5,1,3,87.0,4.9
128,0.0,159.9,5,1,3,87.4,4.9
129,0.0,155.5,5,1,3,87.7,4.9
130,0.0,126.1,2,0,3,30.7,0.0
131,15225.4,2.5,5,0,0,70.7,0.0
132,0.0,175.3,5,0,0,71.2,0.0
133,0.0,175.1,5,0,0,71.5,0.0
134,0.0,174.5,5,0,0,71.9,0.0
135,0.0,174.1,5,0,0,72.3,0.0
136,0.0,173.5,5,0,0,72.8,0.0
137,0.0,173.3,5,0,0,73.1,0.0
138,0.0,172.7,5,0,0,73.5,0.0
139,0.0,172.3,5,0,0,73.8,0.0
140,0.0,171.9,5,0,0,74.1,0.0
141,0.0,171.6,5,0,0,74.6,0.0
142,0.0,171.0,5,0,0,75.0,0.0
143,0.0,164.6,5,0,0,75.4,0.0
144,0.0,161.8,5,0,0,75.7,0.0
145,0.0,159.2,4,0,0,58.2,0.0
146,0.0,153.6,4,0,0,58.5,0.0
147,0.0,153.3,4,0,0,58.9,0.0
148,0.0,152.7,4,0,0,59.2,0.0
149,0.0,152.3,4,0,0,59.6,0.0
150,0.0,152.0,4,0,0,59.9,0.0
151,0.0,151.4,4,0,0,60.2,0.0
152,0.0,151.3,4,0,0,60.6,0.0
153,0.0,150.7,4,0,0,60.9,0.0
154,0.0,150.3,4,0,0,61.3,0.0
155,0.0,150.0,4,0,0,61.6,0.0
156,0.0,149.4,4,0,0,61.8,0.0
157,0.0,149.2,4,0,0,62.3,0.0
158,0.0,148.7,4,0,0,62.5,0.0
159,0.0,148.4,4,0,0,62.9,0.0
160,0.0,147.9,4,0,0,63.2,0.0
161,0.0,147.5,4,0,0,63.5,0.0
162,0.0,147.3,4,0,0,63.8,0.0
163,0.0,146.7,4,0,0,64.2,0.0
164,0.0,146.4,4,0,0,64.5,0.0
165,0.0,146.1,4,0,0,64.8,0.0
166,0.0,145.7,4,0,0,65.2,0.0
167,0.0,145.4,4,0,0,65.5,0.0
168,0.0,144.8,4,0,0,65.7,0.0
169,0.0,144.7,4,0,0,66.2,0.0
170,0.0,144.1,4,0,0,66.4,0.0
171,0.0,143.9,4,0,0,66.7,0.0
172,0.0,143.5,4,0,0,67.0,0.0
173,0.0,143.1,4,0,0,67.4,0.0
174,0.0,142.8,4,0,0,67.7,0.0
175,0.0,142.3,4,0,0,68.0,0.0
176,0.0,142.3,4,0,0,68.3,0.0
177,0.0,141.7,4,0,0,68.7,0.0
178,0.0,139.1,4,0,0,68.9,0.0
179,0.0,131.5,4,0,0,69.2,0.0
180,0.0,131.2,4,0,0,69.5,0.0
181,0.0,118.9,3,0,0,51.9,0.0
182,0.0,116.7,3,0,0,52.2,0.0
183,0.0,116.3,3,0,0,52.4,0.0
184,0.0,116.1,3,0,0,52.7,0.0
185,0.0,115.4,3,0,0,53.0,0.0
186,0.0,114.3,3,0,0,53.3,0.0
