Time elapsed (s),Avg prompt throughput (tokens/s),Avg generation throughput (tokens/s),Running (reqs),Swapped (reqs),Pending (reqs),GPU KV cache usage (%),CPU KV cache usage (%)
113,0.0,256.0,8,8,0,99.0,23.2
114,0.0,255.1,8,8,0,99.5,23.2
115,0.0,213.1,7,9,0,87.6,27.6
116,0.0,237.7,7,9,0,88.0,27.6
117,0.0,236.7,7,9,0,88.5,27.6
118,0.0,236.1,7,9,0,89.0,27.6
119,0.0,235.1,7,9,0,89.5,27.6
120,0.0,234.5,7,9,0,90.0,27.6
121,0.0,233.8,7,9,0,90.5,27.6
122,0.0,233.0,7,9,0,91.0,27.6
123,0.0,232.4,7,9,0,91.7,27.6
124,0.0,231.3,7,9,0,92.2,27.6
125,0.0,230.2,7,9,0,92.7,27.6
126,0.0,228.6,7,9,0,93.2,27.6
127,0.0,228.0,7,9,0,93.6,27.6
128,0.0,227.1,7,9,0,94.1,27.6
129,0.0,226.6,7,9,0,94.6,27.6
130,0.0,225.7,7,9,0,95.1,27.6
131,0.0,225.3,7,9,0,95.6,27.6
132,0.0,224.4,7,9,0,96.1,27.6
133,0.0,224.0,7,9,0,96.6,27.6
134,0.0,223.0,7,9,0,97.0,27.6
135,0.0,222.6,7,9,0,97.5,27.6
136,0.0,221.8,7,9,0,98.0,27.6
137,0.0,221.3,7,9,0,98.5,27.6
138,0.0,220.4,7,9,0,99.0,27.6
139,0.0,219.9,7,9,0,99.5,27.6
140,0.0,219.0,7,9,0,100.0,27.6
141,0.0,168.6,6,10,0,86.1,32.6
142,0.0,205.4,6,10,0,86.5,32.6
143,0.0,204.8,6,10,0,86.9,32.6
144,0.0,204.3,6,10,0,87.6,32.6
145,0.0,203.6,6,10,0,88.0,32.6
146,0.0,203.1,6,10,0,88.4,32.6
147,0.0,202.4,6,10,0,88.8,32.6
148,0.0,201.9,6,10,0,89.2,32.6
149,0.0,201.2,6,10,0,89.6,32.6
150,0.0,200.6,6,10,0,90.1,32.6
151,0.0,200.2,6,10,0,90.5,32.6
152,0.0,199.5,6,10,0,91.1,32.6
153,0.0,199.2,6,10,0,91.5,32.6
154,0.0,198.5,6,10,0,91.9,32.6
155,0.0,198.1,6,10,0,92.4,32.6
156,0.0,197.4,6,10,0,92.8,32.6
157,0.0,197.1,6,10,0,93.2,32.6
158,0.0,196.4,6,10,0,93.6,32.6
159,0.0,196.2,6,10,0,94.0,32.6
160,0.0,195.2,6,10,0,94.4,32.6
161,0.0,195.1,6,10,0,94.9,32.6
162,0.0,194.4,6,10,0,95.3,32.6
163,0.0,194.2,6,10,0,95.7,32.6
164,0.0,193.3,6,10,0,96.1,32.6
165,0.0,193.1,6,10,0,96.7,32.6
166,0.0,192.5,6,10,0,97.2,32.6
167,0.0,192.1,6,10,0,97.6,32.6
168,0.0,191.3,6,10,0,98.0,32.6
169,0.0,191.0,6,10,0,98.4,32.6
170,0.0,190.5,6,10,0,98.8,32.6
171,0.0,190.3,6,10,0,99.2,32.6
172,0.0,189.4,6,10,0,99.7,32.6
173,0.0,152.5,5,11,0,83.4,38.5
174,0.0,169.4,5,11,0,83.7,38.5
175,0.0,169.1,5,11,0,84.1,38.5
176,0.0,168.6,5,11,0,84.4,38.5
177,0.0,168.3,5,11,0,84.8,38.5
178,0.0,167.9,5,11,0,85.1,38.5
179,0.0,167.5,5,11,0,85.5,38.5
180,0.0,167.0,5,11,0,85.8,38.5
181,0.0,166.7,5,11,0,86.3,38.5
182,0.0,166.3,5,11,0,86.7,38.5
183,0.0,165.8,5,11,0,87.0,38.5
184,0.0,165.6,5,11,0,87.4,38.5
185,0.0,165.0,5,11,0,87.7,38.5
186,0.0,164.7,5,11,0,88.1,38.5
187,0.0,156.5,5,11,0,88.4,38.5
188,0.0,154.6,5,11,0,88.8,38.5
189,0.0,54.6,9,2,0,96.9,4.5
190,0.0,267.6,9,2,0,97.3,4.5
191,0.0,266.3,9,2,0,97.9,4.5
192,0.0,265.7,9,2,0,98.5,4.5
193,0.0,264.8,9,2,0,99.1,4.5
194,0.0,263.9,9,2,0,99.8,4.5
195,0.0,225.8,8,3,0,92.8,7.1
196,0.0,243.2,8,3,0,93.4,7.1
197,0.0,242.3,8,3,0,94.0,7.1
198,0.0,241.7,8,3,0,94.2,7.1
199,0.0,240.7,8,3,0,94.8,7.1
200,0.0,240.4,8,3,0,95.3,7.1
201,0.0,239.4,8,3,0,95.9,7.1
202,0.0,238.9,8,3,0,96.5,7.1
203,0.0,238.0,8,3,0,97.0,7.1
204,0.0,235.5,8,3,0,97.6,7.1
205,0.0,229.3,8,3,0,98.1,7.1
206,0.0,228.6,8,3,0,98.4,7.1
207,0.0,195.1,9,1,0,95.3,2.2
208,0.0,274.2,9,1,0,95.9,2.2
209,0.0,273.4,9,1,0,96.6,2.2
210,0.0,272.3,9,1,0,97.2,2.2
211,0.0,271.6,9,1,0,97.8,2.2
212,0.0,270.6,9,1,0,98.4,2.2
213,0.0,269.8,9,1,0,99.1,2.2
214,0.0,268.8,9,1,0,99.4,2.2
215,0.0,235.7,8,2,0,92.8,4.7
216,0.0,247.5,8,2,0,93.4,4.7
217,0.0,246.8,8,2,0,93.9,4.7
218,0.0,246.1,8,2,0,94.5,4.7
219,0.0,245.4,8,2,0,95.0,4.7
220,0.0,244.6,8,2,0,95.6,4.7
221,0.0,243.9,8,2,0,96.1,4.7
222,0.0,243.0,8,2,0,96.7,4.7
223,0.0,242.2,8,2,0,97.3,4.7
224,0.0,241.6,8,2,0,97.8,4.7
225,0.0,240.8,8,2,0,98.4,4.7
226,0.0,240.1,8,2,0,98.7,4.7
227,0.0,238.9,8,2,0,99.2,4.7
228,0.0,238.8,8,2,0,99.8,4.7
229,0.0,196.1,7,3,0,91.3,7.8
230,0.0,219.2,7,3,0,91.8,7.8
231,0.0,218.5,7,3,0,92.3,7.8
232,0.0,218.3,7,3,0,92.8,7.8
233,0.0,217.3,7,3,0,93.3,7.8
234,0.0,216.9,7,3,0,93.8,7.8
235,0.0,216.1,7,3,0,94.3,7.8
236,0.0,215.7,7,3,0,94.8,7.8
237,0.0,214.9,7,3,0,95.2,7.8
238,0.0,214.7,7,3,0,95.7,7.8
239,0.0,213.7,7,3,0,96.2,7.8
240,0.0,208.9,7,3,0,96.5,7.8
241,0.0,204.1,7,3,0,96.9,7.8
242,0.0,203.9,7,3,0,97.4,7.8
243,0.0,184.2,8,1,0,96.2,2.2
244,0.0,245.2,8,1,0,96.8,2.2
245,0.0,244.5,8,1,0,97.4,2.2
246,0.0,243.4,8,1,0,97.9,2.2
247,0.0,243.0,8,1,0,98.3,2.2
248,0.0,242.2,8,1,0,98.8,2.2
249,0.0,241.6,8,1,0,99.3,2.2
250,0.0,240.6,8,1,0,99.9,2.2
251,0.0,200.5,7,2,0,92.7,4.9
252,0.0,220.4,7,2,0,93.2,4.9
253,0.0,219.9,7,2,0,93.6,4.9
254,0.0,219.2,7,2,0,94.1,4.9
255,0.0,218.7,7,2,0,94.6,4.9
256,0.0,217.7,7,2,0,95.1,4.9
257,0.0,217.4,7,2,0,95.6,4.9
258,0.0,216.4,7,2,0,96.1,4.9
259,0.0,216.3,7,2,0,96.6,4.9
260,0.0,215.3,7,2,0,97.0,4.9
261,0.0,214.8,7,2,0,97.5,4.9
262,0.0,214.2,7,2,0,98.0,4.9
263,0.0,214.0,7,2,0,98.5,4.9
264,0.0,213.2,7,2,0,99.0,4.9
265,0.0,212.9,7,2,0,99.5,4.9
266,0.0,211.9,7,2,0,100.0,4.9
267,0.0,171.1,6,3,0,89.6,8.6
268,0.0,184.0,6,3,0,90.1,8.6
269,0.0,183.8,6,3,0,90.5,8.6
270,0.0,147.6,8,0,0,97.4,0.0
271,0.0,245.0,8,0,0,97.9,0.0
272,0.0,244.4,8,0,0,98.5,0.0
273,0.0,243.4,8,0,0,99.1,0.0
274,0.0,242.9,8,0,0,99.6,0.0
275,0.0,216.3,7,1,0,93.6,2.3
276,0.0,220.4,7,1,0,94.1,2.3
277,0.0,219.8,7,1,0,94.5,2.3
278,0.0,219.3,7,1,0,95.0,2.3
279,0.0,218.4,7,1,0,95.5,2.3
280,0.0,218.0,7,1,0,96.0,2.3
281,0.0,217.2,7,1,0,96.5,2.3
282,0.0,216.7,7,1,0,97.0,2.3
283,0.0,216.0,7,1,0,97.5,2.3
284,0.0,215.7,7,1,0,97.9,2.3
285,0.0,214.8,7,1,0,98.4,2.3
286,0.0,214.4,7,1,0,98.9,2.3
287,0.0,213.6,7,1,0,99.2,2.3
288,0.0,209.3,7,1,0,99.7,2.3
289,0.0,173.7,6,2,0,91.1,5.5
290,0.0,182.9,6,2,0,91.6,5.5
291,0.0,163.1,7,0,0,89.6,0.0
292,0.0,224.6,7,0,0,90.3,0.0
293,0.0,224.1,7,0,0,90.8,0.0
294,0.0,223.6,7,0,0,91.2,0.0
295,0.0,222.9,7,0,0,91.7,0.0
296,0.0,222.2,7,0,0,92.2,0.0
297,0.0,221.6,7,0,0,92.7,0.0
298,0.0,221.1,7,0,0,93.2,0.0
299,0.0,220.3,7,0,0,93.7,0.0
300,0.0,219.8,7,0,0,94.2,0.0
301,0.0,219.1,7,0,0,94.6,0.0
302,0.0,218.5,7,0,0,95.1,0.0
303,0.0,217.8,7,0,0,95.6,0.0
304,0.0,217.0,7,0,0,96.1,0.0
305,0.0,207.4,7,0,0,96.5,0.0
306,0.0,206.8,7,0,0,96.9,0.0
307,0.0,204.1,6,0,0,79.5,0.0
308,0.0,201.4,6,0,0,80.0,0.0
309,0.0,201.1,6,0,0,80.5,0.0
310,0.0,200.3,6,0,0,81.0,0.0
311,0.0,200.0,6,0,0,81.4,0.0
312,0.0,199.2,6,0,0,81.8,0.0
313,0.0,198.8,6,0,0,82.2,0.0
314,0.0,198.2,6,0,0,82.6,0.0
315,0.0,197.8,6,0,0,83.0,0.0
316,0.0,197.0,6,0,0,83.5,0.0
317,0.0,193.0,6,0,0,83.9,0.0
318,0.0,187.8,6,0,0,84.3,0.0
319,0.0,187.4,6,0,0,84.7,0.0
320,0.0,175.9,5,0,0,67.4,0.0
321,0.0,175.6,5,0,0,67.8,0.0
322,0.0,175.0,5,0,0,68.1,0.0
323,0.0,174.6,5,0,0,68.5,0.0
324,0.0,174.0,5,0,0,68.9,0.0
325,0.0,173.9,5,0,0,69.4,0.0
326,0.0,172.9,5,0,0,69.7,0.0
327,0.0,171.1,5,0,0,70.0,0.0
328,0.0,164.6,5,0,0,70.4,0.0
329,0.0,164.4,5,0,0,70.7,0.0
330,0.0,149.2,4,0,0,53.3,0.0
331,0.0,146.6,4,0,0,53.6,0.0
332,0.0,146.2,4,0,0,53.9,0.0
333,0.0,146.1,4,0,0,54.2,0.0
334,0.0,145.4,4,0,0,54.6,0.0
335,0.0,143.9,4,0,0,54.9,0.0
336,0.0,138.2,4,0,0,55.2,0.0
337,0.0,138.0,4,0,0,55.5,0.0
338,0.0,125.4,3,0,0,38.0,0.0
339,0.0,124.7,3,0,0,38.3,0.0
340,0.0,124.3,3,0,0,38.5,0.0
341,0.0,124.0,3,0,0,38.8,0.0
342,0.0,123.6,3,0,0,39.1,0.0
343,0.0,123.4,3,0,0,39.3,0.0
344,0.0,123.0,3,0,0,39.6,0.0
345,0.0,122.6,3,0,0,39.9,0.0
346,0.0,122.4,3,0,0,40.2,0.0
347,0.0,121.9,3,0,0,40.4,0.0
348,0.0,121.7,3,0,0,40.7,0.0
349,0.0,121.5,3,0,0,41.0,0.0
350,0.0,121.0,3,0,0,41.2,0.0
351,0.0,120.8,3,0,0,41.5,0.0
352,0.0,120.5,3,0,0,41.7,0.0
353,0.0,120.1,3,0,0,42.0,0.0
354,0.0,119.7,3,0,0,42.3,0.0
355,0.0,119.6,3,0,0,42.6,0.0
356,0.0,119.2,3,0,0,42.8,0.0
357,0.0,119.0,3,0,0,43.1,0.0
358,0.0,118.7,3,0,0,43.3,0.0
359,0.0,118.3,3,0,0,43.6,0.0
360,0.0,118.1,3,0,0,43.8,0.0
361,0.0,117.7,3,0,0,44.1,0.0
362,0.0,117.5,3,0,0,44.3,0.0
363,0.0,117.0,3,0,0,44.6,0.0
364,0.0,115.6,3,0,0,44.9,0.0
365,0.0,112.5,2,0,0,27.3,0.0
366,0.0,86.5,2,0,0,27.5,0.0
367,0.0,86.3,2,0,0,27.7,0.0
368,0.0,86.1,2,0,0,27.9,0.0
369,0.0,85.8,2,0,0,28.1,0.0
370,0.0,85.6,2,0,0,28.2,0.0
371,0.0,85.4,2,0,0,28.5,0.0
372,0.0,85.1,2,0,0,28.7,0.0
373,0.0,84.9,2,0,0,28.8,0.0
374,0.0,84.7,2,0,0,29.0,0.0
375,0.0,84.4,2,0,0,29.2,0.0
376,0.0,84.3,2,0,0,29.4,0.0
377,0.0,84.0,2,0,0,29.6,0.0
378,0.0,83.8,2,0,0,29.8,0.0
379,0.0,83.6,2,0,0,29.9,0.0
380,0.0,83.4,2,0,0,30.1,0.0
381,0.0,83.1,2,0,0,30.3,0.0
382,0.0,82.9,2,0,0,30.5,0.0
383,0.0,82.7,2,0,0,30.7,0.0
384,0.0,82.5,2,0,0,30.9,0.0
385,0.0,82.3,2,0,0,31.0,0.0
386,0.0,82.1,2,0,0,31.2,0.0
387,0.0,81.9,2,0,0,31.4,0.0
388,0.0,81.7,2,0,0,31.6,0.0
389,0.0,81.5,2,0,0,31.7,0.0
390,0.0,81.3,2,0,0,31.9,0.0
391,0.0,81.2,2,0,0,32.1,0.0
392,0.0,80.9,2,0,0,32.3,0.0
393,0.0,80.6,2,0,0,32.5,0.0
394,0.0,80.6,2,0,0,32.6,0.0
395,0.0,80.3,2,0,0,32.8,0.0
396,0.0,79.4,2,0,0,33.0,0.0
397,0.0,79.0,2,0,0,33.2,0.0
398,0.0,51.0,1,0,0,15.5,0.0
399,0.0,43.2,1,0,0,15.6,0.0
400,0.0,43.1,1,0,0,15.7,0.0
401,0.0,43.0,1,0,0,15.8,0.0
402,0.0,42.9,1,0,0,15.8,0.0
403,0.0,42.7,1,0,0,15.9,0.0
404,0.0,42.6,1,0,0,16.1,0.0
405,0.0,42.5,1,0,0,16.1,0.0
406,0.0,42.4,1,0,0,16.2,0.0
407,0.0,42.3,1,0,0,16.3,0.0
408,0.0,42.2,1,0,0,16.4,0.0
409,0.0,42.1,1,0,0,16.5,0.0
410,0.0,42.0,1,0,0,16.6,0.0
411,0.0,41.9,1,0,0,16.7,0.0
412,0.0,41.8,1,0,0,16.8,0.0
413,0.0,41.7,1,0,0,16.9,0.0
414,0.0,41.6,1,0,0,17.0,0.0
415,0.0,41.5,1,0,0,17.1,0.0
416,0.0,41.4,1,0,0,17.1,0.0
417,0.0,41.3,1,0,0,17.2,0.0
418,0.0,41.2,1,0,0,17.3,0.0
419,0.0,41.1,1,0,0,17.4,0.0
420,0.0,41.0,1,0,0,17.5,0.0
421,0.0,40.9,1,0,0,17.6,0.0
422,0.0,40.5,1,0,0,17.7,0.0
423,0.0,40.3,1,0,0,17.8,0.0
