Time elapsed (s),Avg prompt throughput (tokens/s),Avg generation throughput (tokens/s),Running (reqs),Swapped (reqs),Pending (reqs),GPU KV cache usage (%),CPU KV cache usage (%)
64,0.0,228.2,7,0,9,93.9,0.0
65,0.0,227.6,7,0,9,94.4,0.0
66,0.0,226.9,7,0,9,94.9,0.0
67,0.0,226.4,7,0,9,95.3,0.0
68,0.0,225.5,7,0,9,96.1,0.0
69,0.0,225.1,7,0,9,96.6,0.0
70,0.0,224.1,7,0,9,97.0,0.0
71,0.0,223.7,7,0,9,97.5,0.0
72,0.0,222.8,7,0,9,98.0,0.0
73,0.0,222.3,7,0,9,98.5,0.0
74,0.0,221.5,7,0,9,99.0,0.0
75,0.0,220.9,7,0,9,99.5,0.0
76,0.0,220.1,7,0,9,100.0,0.0
77,0.0,211.8,6,0,10,86.1,0.0
78,0.0,206.2,6,0,10,86.5,0.0
79,0.0,205.5,6,0,10,86.9,0.0
80,0.0,205.0,6,0,10,87.4,0.0
81,0.0,204.2,6,0,10,88.0,0.0
82,0.0,203.7,6,0,10,88.4,0.0
83,0.0,203.0,6,0,10,88.8,0.0
84,0.0,202.4,6,0,10,89.2,0.0
85,0.0,201.7,6,0,10,89.6,0.0
86,0.0,201.2,6,0,10,90.1,0.0
87,0.0,200.8,6,0,10,90.5,0.0
88,0.0,199.9,6,0,10,90.9,0.0
89,0.0,199.6,6,0,10,91.5,0.0
90,0.0,198.9,6,0,10,91.9,0.0
91,0.0,198.7,6,0,10,92.4,0.0
92,0.0,197.5,6,0,10,92.8,0.0
93,0.0,197.5,6,0,10,93.2,0.0
94,0.0,196.7,6,0,10,93.6,0.0
95,0.0,196.6,6,0,10,94.0,0.0
96,0.0,195.4,6,0,10,94.4,0.0
97,0.0,195.5,6,0,10,94.9,0.0
98,0.0,194.8,6,0,10,95.3,0.0
99,0.0,194.5,6,0,10,95.7,0.0
100,0.0,193.4,6,0,10,96.1,0.0
101,0.0,193.5,6,0,10,96.5,0.0
102,0.0,192.8,6,0,10,96.9,0.0
103,0.0,192.5,6,0,10,97.6,0.0
104,0.0,191.5,6,0,10,98.0,0.0
105,0.0,191.5,6,0,10,98.4,0.0
106,0.0,190.8,6,0,10,98.8,0.0
107,0.0,190.6,6,0,10,99.2,0.0
108,0.0,189.6,6,0,10,99.7,0.0
109,0.0,189.0,5,0,11,83.4,0.0
110,0.0,169.8,5,0,11,83.7,0.0
111,0.0,169.5,5,0,11,84.1,0.0
112,0.0,169.0,5,0,11,84.4,0.0
113,0.0,168.6,5,0,11,84.8,0.0
114,0.0,168.2,5,0,11,85.1,0.0
115,0.0,167.8,5,0,11,85.5,0.0
116,0.0,167.4,5,0,11,85.8,0.0
117,0.0,167.0,5,0,11,86.3,0.0
118,0.0,166.6,5,0,11,86.7,0.0
119,0.0,166.1,5,0,11,87.0,0.0
120,0.0,165.8,5,0,11,87.4,0.0
121,0.0,165.4,5,0,11,87.7,0.0
122,0.0,165.1,5,0,11,88.1,0.0
123,0.0,156.4,5,0,11,88.4,0.0
124,0.0,154.7,5,0,11,88.8,0.0
125,8675.0,65.2,2,0,9,31.0,0.0
126,15599.7,3.4,8,0,3,91.5,0.0
127,0.0,246.3,8,0,3,91.9,0.0
128,0.0,245.6,8,0,3,92.4,0.0
129,0.0,244.8,8,0,3,93.0,0.0
130,0.0,244.0,8,0,3,93.5,0.0
131,0.0,243.2,8,0,3,94.1,0.0
132,0.0,242.4,8,0,3,94.6,0.0
133,0.0,241.8,8,0,3,95.2,0.0
134,0.0,240.8,8,0,3,95.8,0.0
135,0.0,240.0,8,0,3,96.3,0.0
136,0.0,239.4,8,0,3,96.9,0.0
137,0.0,238.9,8,0,3,97.4,0.0
138,0.0,238.0,8,0,3,98.0,0.0
139,0.0,237.3,8,0,3,98.3,0.0
140,0.0,236.5,8,0,3,98.8,0.0
141,0.0,233.2,8,0,3,99.4,0.0
142,0.0,228.3,8,0,3,99.9,0.0
143,0.0,213.7,7,0,4,90.4,0.0
144,8570.9,104.6,8,0,2,91.8,0.0
145,0.0,250.4,8,0,2,92.4,0.0
146,0.0,249.9,8,0,2,92.9,0.0
147,0.0,248.7,8,0,2,93.5,0.0
148,0.0,248.2,8,0,2,94.0,0.0
149,0.0,247.2,8,0,2,94.6,0.0
150,0.0,246.7,8,0,2,95.1,0.0
151,0.0,245.7,8,0,2,95.7,0.0
152,0.0,245.0,8,0,2,96.2,0.0
153,0.0,244.0,8,0,2,96.6,0.0
154,0.0,243.3,8,0,2,97.1,0.0
155,0.0,242.6,8,0,2,97.6,0.0
156,0.0,241.9,8,0,2,98.2,0.0
157,0.0,241.1,8,0,2,98.7,0.0
158,0.0,240.6,8,0,2,99.3,0.0
159,0.0,239.7,8,0,2,99.9,0.0
160,0.0,226.3,7,0,3,90.4,0.0
161,0.0,221.5,7,0,3,90.9,0.0
162,0.0,221.1,7,0,3,91.4,0.0
163,0.0,220.2,7,0,3,91.9,0.0
164,0.0,219.7,7,0,3,92.4,0.0
165,0.0,219.0,7,0,3,92.8,0.0
166,0.0,218.5,7,0,3,93.3,0.0
167,0.0,217.4,7,0,3,93.8,0.0
168,0.0,217.2,7,0,3,94.3,0.0
169,0.0,193.2,7,0,3,94.8,0.0
170,0.0,216.0,7,0,3,95.3,0.0
171,0.0,215.5,7,0,3,95.8,0.0
172,0.0,214.9,7,0,3,96.2,0.0
173,0.0,214.4,7,0,3,96.7,0.0
174,0.0,213.8,7,0,3,97.0,0.0
175,0.0,213.2,7,0,3,97.5,0.0
176,0.0,212.4,7,0,3,97.9,0.0
177,0.0,204.7,7,0,3,98.4,0.0
178,0.0,203.5,7,0,3,98.9,0.0
179,4472.9,144.6,7,0,2,91.3,0.0
180,0.0,223.7,7,0,2,91.8,0.0
181,0.0,223.1,7,0,2,92.3,0.0
182,0.0,222.4,7,0,2,92.8,0.0
183,0.0,222.2,7,0,2,93.3,0.0
184,0.0,221.1,7,0,2,93.8,0.0
185,0.0,220.7,7,0,2,94.3,0.0
186,0.0,219.8,7,0,2,94.8,0.0
187,0.0,219.5,7,0,2,95.2,0.0
188,0.0,218.5,7,0,2,95.7,0.0
189,0.0,218.2,7,0,2,96.2,0.0
190,0.0,217.4,7,0,2,96.7,0.0
191,0.0,217.0,7,0,2,97.2,0.0
192,0.0,216.2,7,0,2,97.6,0.0
193,0.0,215.8,7,0,2,98.1,0.0
194,0.0,214.9,7,0,2,98.6,0.0
195,0.0,214.5,7,0,2,99.1,0.0
196,0.0,214.0,7,0,2,99.6,0.0
197,0.0,208.8,6,0,3,88.9,0.0
198,0.0,194.2,6,0,3,89.3,0.0
199,0.0,193.8,6,0,3,89.7,0.0
200,0.0,193.2,6,0,3,90.1,0.0
201,0.0,192.9,6,0,3,90.5,0.0
202,0.0,192.2,6,0,3,91.0,0.0
203,0.0,188.7,6,0,3,91.4,0.0
204,0.0,183.6,6,0,3,91.8,0.0
205,0.0,183.3,6,0,3,92.2,0.0
206,9131.5,88.0,7,0,1,94.7,0.0
207,0.0,221.2,7,0,1,95.2,0.0
208,0.0,220.7,7,0,1,95.7,0.0
209,0.0,219.9,7,0,1,96.2,0.0
210,0.0,219.4,7,0,1,96.7,0.0
211,0.0,218.6,7,0,1,97.2,0.0
212,0.0,218.1,7,0,1,97.6,0.0
213,0.0,217.3,7,0,1,98.1,0.0
214,0.0,217.1,7,0,1,98.6,0.0
215,0.0,216.1,7,0,1,99.1,0.0
216,0.0,215.8,7,0,1,99.6,0.0
217,0.0,211.7,6,0,2,90.4,0.0
218,0.0,193.7,6,0,2,90.8,0.0
219,0.0,193.2,6,0,2,91.2,0.0
220,0.0,192.7,6,0,2,91.6,0.0
221,0.0,192.4,6,0,2,92.0,0.0
222,0.0,191.9,6,0,2,92.5,0.0
223,0.0,191.4,6,0,2,92.9,0.0
224,0.0,184.3,6,0,2,93.3,0.0
225,0.0,182.2,6,0,2,93.7,0.0
226,6367.3,108.8,7,0,0,94.8,0.0
227,0.0,221.3,7,0,0,95.2,0.0
228,0.0,221.1,7,0,0,95.7,0.0
229,0.0,220.0,7,0,0,96.2,0.0
230,0.0,219.8,7,0,0,96.7,0.0
231,0.0,218.9,7,0,0,97.2,0.0
232,0.0,218.6,7,0,0,97.7,0.0
233,0.0,217.7,7,0,0,98.2,0.0
234,0.0,217.3,7,0,0,98.6,0.0
235,0.0,216.3,7,0,0,99.1,0.0
236,0.0,216.2,7,0,0,99.6,0.0
237,0.0,206.9,6,0,1,90.4,0.0
238,0.0,193.6,6,0,1,90.9,0.0
239,0.0,192.9,6,0,1,91.3,0.0
240,0.0,187.9,6,0,1,91.7,0.0
241,0.0,182.8,6,0,1,92.1,0.0
242,0.0,182.4,6,0,1,92.5,0.0
243,4331.0,141.6,6,0,0,84.7,0.0
244,0.0,199.2,6,0,0,85.1,0.0
245,0.0,198.8,6,0,0,85.5,0.0
246,0.0,198.0,6,0,0,86.0,0.0
247,0.0,197.7,6,0,0,86.4,0.0
248,0.0,197.1,6,0,0,86.8,0.0
249,0.0,196.7,6,0,0,87.2,0.0
250,0.0,196.1,6,0,0,87.7,0.0
251,0.0,195.7,6,0,0,88.2,0.0
252,0.0,195.1,6,0,0,88.6,0.0
253,0.0,190.2,6,0,0,89.0,0.0
254,0.0,185.7,6,0,0,89.4,0.0
255,0.0,185.3,6,0,0,89.8,0.0
256,0.0,165.1,5,0,0,72.4,0.0
257,0.0,164.1,5,0,0,72.8,0.0
258,0.0,150.2,4,0,0,55.3,0.0
259,0.0,130.6,3,0,0,37.7,0.0
260,0.0,126.6,3,0,0,38.0,0.0
261,0.0,126.3,3,0,0,38.3,0.0
262,0.0,125.9,3,0,0,38.5,0.0
263,0.0,125.5,3,0,0,38.8,0.0
264,0.0,125.1,3,0,0,39.2,0.0
265,0.0,124.8,3,0,0,39.4,0.0
266,0.0,124.4,3,0,0,39.7,0.0
267,0.0,124.2,3,0,0,39.9,0.0
268,0.0,123.7,3,0,0,40.2,0.0
269,0.0,123.4,3,0,0,40.5,0.0
270,0.0,123.1,3,0,0,40.7,0.0
271,0.0,122.8,3,0,0,41.0,0.0
272,0.0,122.4,3,0,0,41.3,0.0
273,0.0,122.2,3,0,0,41.6,0.0
274,0.0,121.8,3,0,0,41.9,0.0
275,0.0,121.5,3,0,0,42.1,0.0
276,0.0,121.3,3,0,0,42.4,0.0
277,0.0,120.8,3,0,0,42.6,0.0
278,0.0,120.5,3,0,0,42.9,0.0
279,0.0,120.3,3,0,0,43.1,0.0
280,0.0,119.9,3,0,0,43.4,0.0
281,0.0,119.7,3,0,0,43.6,0.0
282,0.0,119.4,3,0,0,44.0,0.0
283,0.0,119.0,3,0,0,44.2,0.0
284,0.0,118.7,3,0,0,44.5,0.0
285,0.0,118.4,3,0,0,44.7,0.0
286,0.0,118.1,3,0,0,45.0,0.0
287,0.0,117.9,3,0,0,45.2,0.0
288,0.0,117.5,3,0,0,45.5,0.0
289,0.0,117.2,3,0,0,45.7,0.0
290,0.0,116.7,3,0,0,46.0,0.0
291,0.0,115.4,3,0,0,46.2,0.0
292,0.0,110.5,2,0,0,28.7,0.0
293,0.0,86.5,2,0,0,28.9,0.0
294,0.0,86.1,2,0,0,29.1,0.0
295,0.0,85.9,2,0,0,29.3,0.0
296,0.0,85.7,2,0,0,29.5,0.0
297,0.0,85.4,2,0,0,29.6,0.0
298,0.0,85.2,2,0,0,29.8,0.0
299,0.0,84.9,2,0,0,30.1,0.0
300,0.0,84.8,2,0,0,30.2,0.0
301,0.0,84.3,2,0,0,30.4,0.0
302,0.0,84.4,2,0,0,30.6,0.0
303,0.0,84.1,2,0,0,30.8,0.0
304,0.0,83.9,2,0,0,31.0,0.0
305,0.0,83.8,2,0,0,31.2,0.0
306,0.0,83.5,2,0,0,31.3,0.0
307,0.0,83.3,2,0,0,31.5,0.0
308,0.0,83.1,2,0,0,31.7,0.0
309,0.0,82.8,2,0,0,31.9,0.0
310,0.0,82.6,2,0,0,32.1,0.0
311,0.0,82.5,2,0,0,32.2,0.0
312,0.0,82.2,2,0,0,32.4,0.0
313,0.0,82.0,2,0,0,32.6,0.0
314,0.0,81.9,2,0,0,32.8,0.0
315,0.0,81.6,2,0,0,33.0,0.0
316,0.0,81.3,2,0,0,33.1,0.0
317,0.0,81.2,2,0,0,33.3,0.0
318,0.0,81.0,2,0,0,33.5,0.0
319,0.0,80.8,2,0,0,33.7,0.0
320,0.0,80.6,2,0,0,33.9,0.0
321,0.0,80.3,2,0,0,34.0,0.0
322,0.0,79.8,2,0,0,34.2,0.0
323,0.0,79.1,2,0,0,34.4,0.0
324,0.0,60.5,1,0,0,16.7,0.0
325,0.0,41.8,1,0,0,16.8,0.0
326,0.0,41.7,1,0,0,16.9,0.0
327,0.0,41.7,1,0,0,17.0,0.0
328,0.0,41.5,1,0,0,17.1,0.0
329,0.0,41.4,1,0,0,17.2,0.0
330,0.0,41.4,1,0,0,17.2,0.0
331,0.0,41.2,1,0,0,17.3,0.0
332,0.0,41.1,1,0,0,17.4,0.0
333,0.0,41.0,1,0,0,17.5,0.0
334,0.0,40.9,1,0,0,17.6,0.0
335,0.0,40.5,1,0,0,17.7,0.0
336,0.0,40.3,1,0,0,17.8,0.0
