step_id,dur(ms),running_reqs,resumed_reqs,raw_running
1,509.1343,24,0,24
2,221.0255,34,0,34
3,20.0233,34,0,34
4,19.7413,34,0,34
5,19.7387,34,0,34
6,19.7995,34,0,34
7,19.7537,34,0,34
8,19.8245,34,0,34
9,19.8486,34,0,34
10,19.8188,34,0,34
11,19.8009,34,0,34
12,19.8216,33,0,33
13,19.6681,33,0,33
14,19.7084,33,0,33
15,19.7628,33,0,33
16,19.7279,33,0,33
17,19.7437,33,0,33
18,19.8169,33,0,33
19,19.7461,32,0,32
20,19.6834,32,0,32
21,19.7816,32,0,32
22,19.6960,32,0,32
23,19.7349,32,0,32
24,19.7866,32,0,32
25,19.7599,32,0,32
26,19.7716,32,0,32
27,20.0665,32,0,32
28,19.7742,32,0,32
29,19.8030,32,0,32
30,19.9206,32,0,32
31,19.8572,32,0,32
32,19.8374,32,0,32
33,19.8846,32,0,32
34,19.8309,31,0,31
35,19.7287,31,0,31
36,19.7592,31,0,31
37,19.8154,31,0,31
38,19.7551,31,0,31
39,19.7692,31,0,31
40,19.7697,31,0,31
41,19.8827,31,0,31
42,19.8429,31,0,31
43,19.8693,31,0,31
44,19.6397,30,0,30
45,19.5389,30,0,30
46,19.5892,30,0,30
47,19.5403,30,0,30
48,19.5534,30,0,30
49,19.5904,30,0,30
50,19.5887,30,0,30
51,19.6321,30,0,30
52,19.6443,30,0,30
53,19.6109,30,0,30
54,19.6471,30,0,30
55,19.6462,30,0,30
56,19.7008,30,0,30
57,19.6741,30,0,30
58,19.6710,30,0,30
59,19.6743,30,0,30
60,19.6879,30,0,30
61,19.8097,30,0,30
62,19.6149,29,0,29
63,19.5472,29,0,29
64,19.5565,29,0,29
65,19.5775,29,0,29
66,19.5978,29,0,29
67,19.6371,29,0,29
68,19.5978,29,0,29
69,19.6376,29,0,29
70,19.6855,29,0,29
71,19.6712,29,0,29
72,19.6733,29,0,29
73,19.7294,29,0,29
74,19.6621,29,0,29
75,19.6984,29,0,29
76,19.6137,28,0,28
77,19.5613,28,0,28
78,19.5706,28,0,28
79,19.5987,28,0,28
80,19.5768,28,0,28
81,19.5773,28,0,28
82,19.5525,28,0,28
83,19.6493,28,0,28
84,19.6130,28,0,28
85,19.7890,28,0,28
86,19.5160,27,0,27
87,19.4499,27,0,27
88,19.4790,27,0,27
89,19.4805,27,0,27
90,19.4659,27,0,27
91,19.4888,27,0,27
92,19.5639,27,0,27
93,19.5045,27,0,27
94,19.5203,27,0,27
95,19.4807,27,0,27
96,19.4910,27,0,27
97,19.5377,27,0,27
98,19.5172,27,0,27
99,19.5670,27,0,27
100,19.5522,27,0,27
101,19.5937,27,0,27
102,19.6304,27,0,27
103,19.6321,27,0,27
104,19.6238,27,0,27
105,19.6877,27,0,27
106,19.5866,26,0,26
107,19.5251,26,0,26
108,19.5434,26,0,26
109,19.5403,26,0,26
110,19.6054,26,0,26
111,19.5603,26,0,26
112,19.6087,26,0,26
113,19.5801,26,0,26
114,19.5937,26,0,26
115,19.5906,26,0,26
116,19.5911,26,0,26
117,19.6137,26,0,26
118,19.5997,26,0,26
119,19.5889,25,0,25
120,19.4399,25,0,25
121,19.4669,25,0,25
122,19.4571,25,0,25
123,19.5119,25,0,25
124,19.4807,25,0,25
125,19.4709,25,0,25
126,19.4833,25,0,25
127,19.5117,25,0,25
128,19.4800,25,0,25
129,19.5005,25,0,25
130,19.5153,25,0,25
131,19.5024,25,0,25
132,19.5625,25,0,25
133,19.5253,25,0,25
134,19.5732,25,0,25
135,19.5422,25,0,25
136,19.5506,25,0,25
137,19.6075,25,0,25
138,19.2180,24,0,24
139,19.1357,24,0,24
140,19.1388,24,0,24
141,19.2065,24,0,24
142,19.2182,24,0,24
143,19.1689,24,0,24
144,19.1762,24,0,24
145,19.1929,24,0,24
146,19.2173,24,0,24
147,19.1946,24,0,24
148,19.2056,24,0,24
149,19.2294,24,0,24
150,19.3160,24,0,24
151,19.2425,24,0,24
152,19.2244,24,0,24
153,19.2447,24,0,24
154,19.2642,24,0,24
155,19.2645,24,0,24
156,19.2966,24,0,24
157,19.3233,24,0,24
158,19.3360,24,0,24
159,19.3372,24,0,24
160,19.2997,24,0,24
161,19.3326,24,0,24
162,19.3293,24,0,24
163,19.3546,24,0,24
164,19.3558,24,0,24
165,19.3732,24,0,24
166,19.4273,24,0,24
167,19.3958,24,0,24
168,19.4001,24,0,24
169,19.2971,23,0,23
170,19.2235,23,0,23
171,19.2220,23,0,23
172,19.2475,23,0,23
173,19.2659,23,0,23
174,19.2652,23,0,23
175,19.5253,23,0,23
176,19.2626,23,0,23
177,19.3191,23,0,23
178,19.3086,23,0,23
179,19.3081,23,0,23
180,19.3129,23,0,23
181,19.3181,23,0,23
182,19.3391,23,0,23
183,19.3434,23,0,23
184,19.4016,23,0,23
185,19.3906,23,0,23
186,19.4860,23,0,23
187,19.4516,23,0,23
188,19.3608,22,0,22
189,19.2630,22,0,22
190,19.2881,22,0,22
191,19.2847,22,0,22
192,19.2642,22,0,22
193,19.3188,22,0,22
194,19.3026,22,0,22
195,19.3162,22,0,22
196,19.2900,22,0,22
197,19.3162,22,0,22
198,19.2831,22,0,22
199,19.3591,22,0,22
200,19.3207,22,0,22
201,19.3381,22,0,22
202,19.4135,22,0,22
203,19.3231,22,0,22
204,19.3255,21,0,21
205,19.1977,21,0,21
206,19.1770,21,0,21
207,19.1567,21,0,21
208,19.2089,21,0,21
209,19.1994,21,0,21
210,19.1975,21,0,21
211,19.1996,21,0,21
212,19.2695,21,0,21
213,19.2029,21,0,21
214,19.2387,21,0,21
215,19.2318,21,0,21
216,19.2618,21,0,21
217,19.3005,21,0,21
218,19.2742,21,0,21
219,19.2859,21,0,21
220,19.3291,21,0,21
221,19.2921,21,0,21
222,19.3565,21,0,21
223,19.9609,21,0,21
224,19.3155,21,0,21
225,19.3458,21,0,21
226,19.3970,21,0,21
227,19.3508,21,0,21
228,19.3484,21,0,21
229,19.3682,21,0,21
230,19.3567,21,0,21
231,19.2430,20,0,20
232,19.1960,20,0,20
233,19.1741,20,0,20
234,19.1674,20,0,20
235,19.2111,20,0,20
236,19.1917,20,0,20
237,19.1891,20,0,20
238,19.1939,20,0,20
239,19.2044,20,0,20
240,19.2087,20,0,20
241,19.2013,20,0,20
242,19.2549,20,0,20
243,19.2921,20,0,20
244,19.3038,20,0,20
245,19.2733,20,0,20
246,19.2642,20,0,20
247,19.2554,20,0,20
248,19.2537,20,0,20
249,19.2933,20,0,20
250,19.3436,20,0,20
251,19.3527,20,0,20
252,19.3906,20,0,20
253,19.0368,19,0,19
254,18.9598,19,0,19
255,18.9209,19,0,19
256,18.9424,19,0,19
257,18.9888,19,0,19
258,18.9805,19,0,19
259,19.0120,19,0,19
260,19.0063,19,0,19
261,19.0251,19,0,19
262,19.0341,19,0,19
263,19.0296,19,0,19
264,19.0451,19,0,19
265,19.0656,19,0,19
266,19.0177,19,0,19
267,19.0146,19,0,19
268,19.0346,19,0,19
269,19.0594,19,0,19
270,19.0532,19,0,19
271,19.0611,19,0,19
272,19.0363,19,0,19
273,19.0668,19,0,19
274,19.0699,19,0,19
275,19.0980,19,0,19
276,19.1228,19,0,19
277,19.0771,19,0,19
278,19.0675,19,0,19
279,19.1078,19,0,19
280,19.1510,19,0,19
281,19.1345,19,0,19
282,19.1567,19,0,19
283,19.1765,19,0,19
284,19.1619,19,0,19
285,19.2053,19,0,19
286,19.1972,19,0,19
287,19.2211,19,0,19
288,19.1982,19,0,19
289,19.2511,19,0,19
290,19.2308,19,0,19
291,19.2113,19,0,19
292,19.2602,19,0,19
293,19.2258,19,0,19
294,19.2330,19,0,19
295,19.2218,19,0,19
296,18.8208,18,0,18
297,18.7206,18,0,18
298,18.7843,18,0,18
299,19.1317,18,0,18
300,18.7583,18,0,18
301,18.7564,18,0,18
302,18.7888,18,0,18
303,18.7924,18,0,18
304,18.8186,18,0,18
305,18.8055,18,0,18
306,18.8282,18,0,18
307,18.8780,18,0,18
308,18.8389,18,0,18
309,18.8429,18,0,18
310,18.8591,18,0,18
311,18.8849,18,0,18
312,18.8799,18,0,18
313,18.8580,18,0,18
314,18.8739,18,0,18
315,18.9025,18,0,18
316,18.9605,18,0,18
317,18.9176,18,0,18
318,18.9118,18,0,18
319,18.9319,18,0,18
320,18.9362,18,0,18
321,18.9347,18,0,18
322,18.9505,18,0,18
323,18.9996,18,0,18
324,18.9548,18,0,18
325,19.0134,18,0,18
326,18.9755,18,0,18
327,18.9731,18,0,18
328,18.9731,18,0,18
329,18.9872,18,0,18
330,18.9784,18,0,18
331,18.9536,18,0,18
332,18.9750,18,0,18
333,18.9948,18,0,18
334,19.0530,18,0,18
335,19.0368,18,0,18
336,19.0198,18,0,18
337,18.9586,17,0,17
338,18.8687,17,0,17
339,18.8599,17,0,17
340,18.8739,17,0,17
341,18.8739,17,0,17
342,18.8735,17,0,17
343,18.9211,17,0,17
344,18.8682,17,0,17
345,18.9154,17,0,17
346,18.9326,17,0,17
347,18.9135,17,0,17
348,18.9762,17,0,17
349,18.9469,17,0,17
350,18.9588,17,0,17
351,18.9769,17,0,17
352,18.9919,17,0,17
353,18.9984,17,0,17
354,18.9931,17,0,17
355,19.0051,17,0,17
356,19.0063,17,0,17
357,18.9903,17,0,17
358,19.0170,17,0,17
359,18.9922,17,0,17
360,19.0060,17,0,17
361,19.1197,17,0,17
362,19.0296,17,0,17
363,19.0358,17,0,17
364,19.0294,17,0,17
365,19.0461,17,0,17
366,18.5256,16,0,16
367,18.4515,16,0,16
368,18.4577,16,0,16
369,18.4560,16,0,16
370,43.7577,16,1,15
371,18.4686,16,0,16
372,18.4755,16,0,16
373,18.4929,16,0,16
374,18.5311,16,0,16
375,18.4984,16,0,16
376,18.5010,16,0,16
377,18.5204,16,0,16
378,18.5337,16,0,16
379,18.5478,16,0,16
380,18.5404,16,0,16
381,18.5452,16,0,16
382,18.5974,16,0,16
383,18.5895,16,0,16
384,18.6789,16,0,16
385,18.5800,16,0,16
386,18.5833,16,0,16
387,18.5993,16,0,16
388,18.5983,16,0,16
389,18.6374,16,0,16
390,18.5907,16,0,16
391,18.6169,16,0,16
392,18.6622,16,0,16
393,18.6348,16,0,16
394,18.6474,16,0,16
395,18.6310,16,0,16
396,18.6555,16,0,16
397,18.6598,16,0,16
398,18.7583,16,0,16
399,36.5236,16,1,15
400,18.6996,16,0,16
401,18.5196,15,0,15
402,18.4791,15,0,15
403,18.4610,15,0,15
404,18.4829,15,0,15
405,18.5282,15,0,15
406,48.0878,15,1,14
407,18.8377,15,0,15
408,18.8134,15,0,15
409,18.8026,15,0,15
410,18.8341,15,0,15
411,18.8246,15,0,15
412,18.8117,15,0,15
413,18.7984,15,0,15
414,18.8553,15,0,15
415,18.7974,15,0,15
416,18.7800,15,0,15
417,18.8286,15,0,15
418,18.8046,15,0,15
419,18.8508,15,0,15
420,18.8076,15,0,15
421,18.9164,15,0,15
422,18.8441,15,0,15
423,18.8963,15,0,15
424,18.8730,15,0,15
425,18.8653,15,0,15
426,18.8916,15,0,15
427,18.8868,15,0,15
428,18.9340,15,0,15
429,18.9033,15,0,15
430,18.9319,15,0,15
